UniProt ID,Gene,Protein name
Q9H3F6,KCTD10,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3
Q9BSF8,BTBD10,BTB/POZ domain-containing protein 10
A6NE02,BTBD17,BTB/POZ domain-containing protein 17
C9JJ37,BTBD19,BTB/POZ domain-containing protein 19
Q719H9,KCTD1,BTB/POZ domain-containing protein KCTD1
Q96SI1,KCTD15,BTB/POZ domain-containing protein KCTD15
Q8N5Z5,KCTD17,BTB/POZ domain-containing protein KCTD17
Q14681,KCTD2,BTB/POZ domain-containing protein KCTD2
Q4G0X4,KCTD21,BTB/POZ domain-containing protein KCTD21
Q9Y597,KCTD3,BTB/POZ domain-containing protein KCTD3
Q8WVF5,KCTD4,BTB/POZ domain-containing protein KCTD4
Q9NXV2,KCTD5,BTB/POZ domain-containing protein KCTD5
Q8NC69,KCTD6,BTB/POZ domain-containing protein KCTD6
Q8NC69,KCTD6,BTB/POZ domain-containing protein KCTD6
Q96MP8,KCTD7,BTB/POZ domain-containing protein KCTD7
Q96MP8,KCTD7,BTB/POZ domain-containing protein KCTD7
Q6ZWB6,KCTD8,BTB/POZ domain-containing protein KCTD8
Q13410,BTN1A1,Butyrophilin subfamily 1 member A1
Q7KYR7,BTN2A1,Butyrophilin subfamily 2 member A1
Q8WVV5,BTN2A2,Butyrophilin subfamily 2 member A2
O00481,BTN3A1,Butyrophilin subfamily 3 member A1
P78410,BTN3A2,Butyrophilin subfamily 3 member A2
O00478,BTN3A3,Butyrophilin subfamily 3 member A3
O00478,BTN3A3,Butyrophilin subfamily 3 member A3
A8MVZ5,BTNL10P,Butyrophilin-like protein 10
Q6UXE8,BTNL3,Butyrophilin-like protein 3
Q6UX41,BTNL8,Butyrophilin-like protein 8
Q6UXG8,BTNL9,Butyrophilin-like protein 9
Q13895,BYSL,Bystin
Q9Y235,APOBEC2,C->U-editing enzyme APOBEC-2
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic"
P51681,CCR5,C-C chemokine receptor type 5
P22362,CCL1,C-C motif chemokine 1
P22362,CCL1,C-C motif chemokine 1
Q99616,CCL13,C-C motif chemokine 13
Q16627,CCL14,C-C motif chemokine 14
Q16663,CCL15,C-C motif chemokine 15
Q16663,CCL15,C-C motif chemokine 15
Q16663,CCL15,C-C motif chemokine 15
O15467,CCL16,C-C motif chemokine 16
Q92583,CCL17,C-C motif chemokine 17
P55774,CCL18,C-C motif chemokine 18
Q99731,CCL19,C-C motif chemokine 19
P13500,CCL2,C-C motif chemokine 2
P13500,CCL2,C-C motif chemokine 2
P78556,CCL20,C-C motif chemokine 20
O00585,CCL21,C-C motif chemokine 21
O00626,CCL22,C-C motif chemokine 22
O00626,CCL22,C-C motif chemokine 22
P55773,CCL23,C-C motif chemokine 23
O00175,CCL24,C-C motif chemokine 24
O15444,CCL25,C-C motif chemokine 25
O15444,CCL25,C-C motif chemokine 25
Q9Y258,CCL26,C-C motif chemokine 26
Q9Y4X3,CCL27,C-C motif chemokine 27
Q9NRJ3,CCL28,C-C motif chemokine 28
P10147,CCL3,C-C motif chemokine 3
P16619,CCL3L1,C-C motif chemokine 3-like 1
P13236,CCL4,C-C motif chemokine 4
Q8NHW4,CCL4L1,C-C motif chemokine 4-like
Q8NHW4,CCL4L1,C-C motif chemokine 4-like
Q8NHW4,CCL4L1,C-C motif chemokine 4-like
P13501,CCL5,C-C motif chemokine 5
P13501,CCL5,C-C motif chemokine 5
P80098,CCL7,C-C motif chemokine 7
P80098,CCL7,C-C motif chemokine 7
P80075,CCL8,C-C motif chemokine 8
P80075,CCL8,C-C motif chemokine 8
P14921,ETS1,C-ets-1 protein
Q9UQF2,MAPK8IP1,C-Jun-amino-terminal kinase-interacting protein 1
Q8IY22,CMIP,C-Maf-inducing protein
Q99417,MYCBP,C-Myc-binding protein
P02741,CRP,C-reactive protein
Q13363,CTBP1,C-terminal-binding protein 1
P56545,CTBP2,C-terminal-binding protein 2
P56545,CTBP2,C-terminal-binding protein 2
Q9P126,CLEC1B,C-type lectin domain family 1 member B
Q8IUN9,CLEC10A,C-type lectin domain family 10 member A
Q5QGZ9,CLEC12A,C-type lectin domain family 12 member A
Q2HXU8,CLEC12B,C-type lectin domain family 12 member B
Q86T13,CLEC14A,C-type lectin domain family 14 member A
Q6ZS10,CLEC17A,"C-type lectin domain family 17, member A"
Q6UVW9,CLEC2A,C-type lectin domain family 2 member A
Q92478,CLEC2B,C-type lectin domain family 2 member B
Q9UHP7,CLEC2D,C-type lectin domain family 2 member D
P0C7M8,CLEC2L,C-type lectin domain family 2 member L
Q9UMR7,CLEC4A,C-type lectin domain family 4 member A
Q8WTT0,CLEC4C,C-type lectin domain family 4 member C
Q8WXI8,CLEC4D,C-type lectin domain family 4 member D
Q8WXI8,CLEC4D,C-type lectin domain family 4 member D
Q9ULY5,CLEC4E,C-type lectin domain family 4 member E
Q6UXB4,CLEC4G,C-type lectin domain family 4 member G
Q6UXB4,CLEC4G,C-type lectin domain family 4 member G
Q9UJ71,CD207,C-type lectin domain family 4 member K
Q9H2X3,CLEC4M,C-type lectin domain family 4 member M
Q9NY25,CLEC5A,C-type lectin domain family 5 member A
Q6EIG7,CLEC6A,C-type lectin domain family 6 member A
Q9BXN2,CLEC7A,C-type lectin domain family 7 member A
Q6UXN8,CLEC9A,C-type lectin domain family 9 member A
Q8IZS7,CLECL1,C-type lectin-like domain family 1
Q9UBG0,MRC2,C-type mannose receptor 2
P23582,NPPC,C-type natriuretic peptide
P02778,CXCL10,C-X-C motif chemokine 10
O14625,CXCL11,C-X-C motif chemokine 11
O14625,CXCL11,C-X-C motif chemokine 11
O43927,CXCL13,C-X-C motif chemokine 13
O43927,CXCL13,C-X-C motif chemokine 13
O95715,CXCL14,C-X-C motif chemokine 14
Q9H2A7,CXCL16,C-X-C motif chemokine 16
Q6UXB2,CXCL17,C-X-C motif chemokine 17
P42830,CXCL5,C-X-C motif chemokine 5
P80162,CXCL6,C-X-C motif chemokine 6
Q07325,CXCL9,C-X-C motif chemokine 9
Q07325,CXCL9,C-X-C motif chemokine 9
P02746 | P00736 | P02745 | P02747 | P09871,C1QB | C1R | C1QA | C1QC | C1S,C1
Q96EU7,C1GALT1C1,C1GALT1-specific chaperone 1
Q96EU7 | Q9NS00,C1GALT1C1 | C1GALT1,C1GLT/C1GLC Complex
O75973,C1QL1,C1q-related factor
P01024,C3,C3a anaphylatoxin
Q16581,C3AR1,C3a anaphylatoxin chemotactic receptor
P01024,C3,C3a anaphylatoxin des Arginine
P0C0L5 | P0C0L4,C4B | C4A,C4a anaphylatoxin
P04003,C4BPA,C4b-binding protein alpha chain
P20851,C4BPB,C4b-binding protein beta chain
P20851,C4BPB,C4b-binding protein beta chain
P01031,C5,C5a anaphylatoxin
P12830,CDH1,Cadherin-1
P12830,CDH1,Cadherin-1
P12830,CDH1,Cadherin-1
Q9Y6N8,CDH10,Cadherin-10
P55287,CDH11,Cadherin-11:Cytoplasmic domain
P55287,CDH11,Cadherin-11:Extracellular domain
P55287,CDH11,Cadherin-11:Extracellular domain
P55289,CDH12,Cadherin-12:Cytoplasmic domain
P55289,CDH12,Cadherin-12:Extracellular domain
P55290,CDH13,Cadherin-13
P55291,CDH15,Cadherin-15:Cytoplasmic domain
P55291,CDH15,Cadherin-15:Extracellular domain
P55291,CDH15,Cadherin-15:Extracellular domain
O75309,CDH16,Cadherin-16
Q12864,CDH17,Cadherin-17
P19022,CDH2,Cadherin-2
Q9HBT6,CDH20,Cadherin-20
Q9H251,CDH23,Cadherin-23
P22223,CDH3,Cadherin-3
P55283,CDH4,Cadherin-4
P33151,CDH5,Cadherin-5
P55285,CDH6,Cadherin-6
P55285,CDH6,Cadherin-6
Q9ULB5,CDH7,Cadherin-7
P55286,CDH8,Cadherin-8
Q9ULB4,CDH9,Cadherin-9
Q8IXH8,CDH26,Cadherin-like protein 26
Q96JP9,CDHR1,Cadherin-related family member 1
Q96JP9,CDHR1,Cadherin-related family member 1
Q6ZTQ4,CDHR3,Cadherin-related family member 3
Q9HBB8,CDHR5,Cadherin-related family member 5
P05937,CALB1,Calbindin
P63098 | Q08209,PPP3R1 | PPP3CA,Calcineurin
Q99653,CHP1,Calcineurin B homologous protein 1
Q96BS2,TESC,Calcineurin B homologous protein 3
P63098,PPP3R1,Calcineurin subunit B type 1
Q96LZ3,PPP3R2,Calcineurin subunit B type 2
P53805,RCAN1,Calcipressin-1
Q14206,RCAN2,Calcipressin-2
Q9UKA8,RCAN3,Calcipressin-3
P06881,CALCA,Calcitonin gene-related peptide 1
P10092,CALCB,Calcitonin gene-related peptide 2
P30988,CALCR,Calcitonin receptor
Q96Q77,CIB3,Calcium and integrin-binding family member 3
Q99828,CIB1,Calcium and integrin-binding protein 1
Q5R3K3,CALHM6,Calcium homeostasis modulator protein 6
P49069,CAMLG,Calcium signal-modulating cyclophilin ligand
Q9BPX6,MICU1,"Calcium uptake protein 1, mitochondrial"
Q8IYU8,MICU2,"Calcium uptake protein 2, mitochondrial"
Q86XE3,MICU3,"Calcium uptake protein 3, mitochondrial"
A8K7I4,CLCA1,Calcium-activated chloride channel regulator 1
Q9UQC9,CLCA2,Calcium-activated chloride channel regulator 2
Q14CN2,CLCA4,Calcium-activated chloride channel regulator 4
Q9NPA1,KCNMB3,Calcium-activated potassium channel subunit beta-3
Q13137,CALCOCO2,Calcium-binding and coiled-coil domain-containing protein 2
Q9UJS0,SLC25A13,Calcium-binding mitochondrial carrier protein Aralar2
Q9NPB3,CABP2,Calcium-binding protein 2
Q9Y376,CAB39,Calcium-binding protein 39
Q9H9S4,CAB39L,Calcium-binding protein 39-like
P57796,CABP4,Calcium-binding protein 4
Q9NP86,CABP5,Calcium-binding protein 5
Q86V35,CABP7,Calcium-binding protein 7
Q9BXU9,CALN1,Calcium-binding protein 8
O75952,CABYR,Calcium-binding tyrosine phosphorylation-regulated protein
P39877,PLA2G5,Calcium-dependent phospholipase A2
P39877,PLA2G5,Calcium-dependent phospholipase A2
Q86UW7,CADPS2,Calcium-dependent secretion activator 2
Q9Y2V2,CARHSP1,Calcium-regulated heat-stable protein 1
O75185,ATP2C2,Calcium-transporting ATPase type 2C member 2
P54750,PDE1A,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"
Q01064,PDE1B,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"
Q96S95,CAMK2N2,Calcium/calmodulin-dependent protein kinase II inhibitor 2
Q8N5S9,CAMKK1,Calcium/calmodulin-dependent protein kinase kinase 1
Q14012,CAMK1,Calcium/calmodulin-dependent protein kinase type 1
Q8IU85,CAMK1D,Calcium/calmodulin-dependent protein kinase type 1D
Q96NX5,CAMK1G,Calcium/calmodulin-dependent protein kinase type 1G
Q9UQM7,CAMK2A,Calcium/calmodulin-dependent protein kinase type II subunit alpha
Q13554,CAMK2B,Calcium/calmodulin-dependent protein kinase type II subunit beta
Q13557,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta
Q13555,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma
Q13555,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma
Q16566,CAMK4,Calcium/calmodulin-dependent protein kinase type IV
Q9HB71,CACYBP,Calcyclin-binding protein
Q13938,CAPS,Calcyphosin
Q8WWF8,CAPSL,Calcyphosin-like protein
Q05682,CALD1,Caldesmon
P05109,S100A8,Calgranulin A
P05109,S100A8,Calgranulin A
O14967,CLGN,Calmegin
P27482,CALML3,Calmodulin-like protein 3
Q96GE6,CALML4,Calmodulin-like protein 4
Q08AD1,CAMSAP2,Calmodulin-regulated spectrin-associated protein 1-like protein 1
P27824,CANX,Calnexin
P04632 | P07384,CAPNS1 | CAPN1,Calpain I
P04632,CAPNS1,Calpain small subunit 1
Q96L46,CAPNS2,Calpain small subunit 2
P07384,CAPN1,Calpain-1 catalytic subunit
Q9UMQ6,CAPN11,Calpain-11
Q6MZZ7,CAPN13,Calpain-13
P17655,CAPN2,Calpain-2 catalytic subunit
P20807,CAPN3,Calpain-3
O14815,CAPN9,Calpain-9
P20810,CAST,Calpastatin
P51911,CNN1,Calponin-1
Q99439,CNN2,Calponin-2
P27797,CALR,Calreticulin
P22676,CALB2,Calretinin
Q9Y2W7,KCNIP3,Calsenilin
P31415,CASQ1,Calsequestrin-1
O14958,CASQ2,Calsequestrin-2
O94985,CLSTN1,Calsyntenin-1
Q9H4D0,CLSTN2,Calsyntenin-2
Q9BQT9,CLSTN3,Calsyntenin-3
Q8NCB2,CAMKV,CaM kinase-like vesicle-associated protein
P16220,CREB1,cAMP response element-binding protein
P17612,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha
P22694,PRKACB,cAMP-dependent protein kinase catalytic subunit beta
P10644,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit
P31321,PRKAR1B,cAMP-dependent protein kinase type I-beta regulatory subunit
P13861,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit
P31323,PRKAR2B,cAMP-dependent protein kinase type II-beta regulatory subunit
P56211,ARPP19,cAMP-regulated phosphoprotein 19
Q9UBL0,ARPP21,cAMP-regulated phosphoprotein 21
Q03060,CREM,cAMP-responsive element modulator
O60519,CREBL2,cAMP-responsive element-binding protein-like 2
P27815,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
Q07343,PDE4B,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
Q08493,PDE4C,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
Q08499,PDE4D,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
Q9NP56,PDE7B,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B"
Q9BSD7,NTPCR,Cancer-related nucleoside-triphosphatase
P78358,CTAG1B | CTAG1A,Cancer/testis antigen 1
P78358,CTAG1B | CTAG1A,Cancer/testis antigen 1B
O75638,CTAG2,Cancer/testis antigen 2
Q8WUE5,CT55,Cancer/testis antigen 55
Q5HYN5,CT45A1,Cancer/testis antigen family 45 member A1
P0DMU9,CT45A10,Cancer/testis antigen family 45 member A10
Q5DJT8,CT45A2,Cancer/testis antigen family 45 member A2
Q8NHU0,CT45A3,Cancer/testis antigen family 45 member A3
P0DMU8,CT45A5,Cancer/testis antigen family 45 member A5
P0DMU7,CT45A6,Cancer/testis antigen family 45 member A6
P0DMV1,CT45A8,Cancer/testis antigen family 45 member A8
Q8N3C7,CLIP4,CAP-Gly domain-containing linker protein 4
Q8N1G2,CMTR1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1
Q14444,CAPRIN1,Caprin-1
Q6JBY9,RCSD1,CapZ-interacting protein
P31327,CPS1,"Carbamoyl-phosphate synthetase I, mitochondrial"
O43916,CHST1,Carbohydrate sulfotransferase 1
O43529,CHST10,Carbohydrate sulfotransferase 10
Q9NPF2,CHST11,Carbohydrate sulfotransferase 11
Q9NRB3,CHST12,Carbohydrate sulfotransferase 12
Q8NCH0,CHST14,Carbohydrate sulfotransferase 14
Q7LFX5,CHST15,Carbohydrate sulfotransferase 15
Q7LFX5,CHST15,Carbohydrate sulfotransferase 15
Q9Y4C5,CHST2,Carbohydrate sulfotransferase 2
Q9Y4C5,CHST2,Carbohydrate sulfotransferase 2
Q7LGC8,CHST3,Carbohydrate sulfotransferase 3
Q8NCG5,CHST4,Carbohydrate sulfotransferase 4
Q9GZS9,CHST5,Carbohydrate sulfotransferase 5
Q9GZX3,CHST6,Carbohydrate sulfotransferase 6
Q7L1S5,CHST9,Carbohydrate sulfotransferase 9
P00915,CA1,Carbonic anhydrase 1
O43570,CA12,Carbonic anhydrase 12
Q8N1Q1,CA13,Carbonic anhydrase 13
Q9ULX7,CA14,Carbonic anhydrase 14
P00918,CA2,Carbonic anhydrase 2
P00918,CA2,Carbonic anhydrase 2
P07451,CA3,Carbonic anhydrase 3
P22748,CA4,Carbonic anhydrase 4
P22748,CA4,Carbonic anhydrase 4
P35218,CA5A,"Carbonic anhydrase 5A, mitochondrial"
Q9Y2D0,CA5B,"Carbonic anhydrase 5B, mitochondrial"
P23280,CA6,Carbonic anhydrase 6
P23280,CA6,Carbonic anhydrase 6
P43166,CA7,Carbonic anhydrase 7
Q16790,CA9,Carbonic anhydrase 9
P35219,CA8,Carbonic anhydrase-related protein
Q9NS85,CA10,Carbonic anhydrase-related protein 10
Q9NS85,CA10,Carbonic anhydrase-related protein 10
O75493,CA11,Carbonic anhydrase-related protein 11
P16152,CBR1,Carbonyl reductase [NADPH] 1
O75828,CBR3,Carbonyl reductase [NADPH] 3
Q8N4T8,CBR4,Carbonyl reductase family member 4
Q9GZU7,CTDSP1,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1
O75052,NOS1AP,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
O75052,NOS1AP,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
O00748,CES2,Carboxylesterase 2
Q6UWW8,CES3,Carboxylesterase 3
Q6UWW8,CES3,Carboxylesterase 3
Q6NT32,CES5A,Carboxylesterase 5A
Q96DG6,CMBL,Carboxymethylenebutenolidase homolog
P15085,CPA1,Carboxypeptidase A1
P15085,CPA1,Carboxypeptidase A1
P48052,CPA2,Carboxypeptidase A2
P48052,CPA2,Carboxypeptidase A2
Q9UI42,CPA4,Carboxypeptidase A4
P15086,CPB1,Carboxypeptidase B
P15086,CPB1,Carboxypeptidase B
Q96IY4,CPB2,Carboxypeptidase B2
O75976,CPD,Carboxypeptidase D
P16870,CPE,Carboxypeptidase E
P16870,CPE,Carboxypeptidase E
P14384,CPM,Carboxypeptidase M
P14384,CPM,Carboxypeptidase M
P15169,CPN1,Carboxypeptidase N catalytic chain
P22792,CPN2,Carboxypeptidase N subunit 2
Q8IVL8,CPO,Carboxypeptidase O
Q9Y646,CPQ,Carboxypeptidase Q
Q66K79,CPZ,Carboxypeptidase Z
Q2WEN9,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16
A8MTB9,CEACAM18,Carcinoembryonic antigen-related cell adhesion molecule 18
Q7Z692,CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19
Q6UY09,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20
Q3KPI0,CEACAM21,Carcinoembryonic antigen-related cell adhesion molecule 21
P40198,CEACAM3,Carcinoembryonic antigen-related cell adhesion molecule 3
O75871,CEACAM4,Carcinoembryonic antigen-related cell adhesion molecule 4
P06731,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5
Q14002,CEACAM7,Carcinoembryonic antigen-related cell adhesion molecule 7
P31997,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8
P45379 | P63316 | P19429,TNNT2 | TNNC1 | TNNI3,Cardiac Troponin I-T-C Complex
Q16619,CTF1,Cardiotrophin-1
Q16619,CTF1,Cardiotrophin-1
P43155,CRAT,Carnitine O-acetyltransferase
Q92523,CPT1B,"Carnitine O-palmitoyltransferase 1, muscle isoform"
P23786,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial"
Q8N4J0,CARNMT1,Carnosine N-methyltransferase
A5YM72,CARNS1,Carnosine synthase 1
Q9NQ79,CRTAC1,Cartilage acidic protein 1
O75339,CILP,Cartilage intermediate layer protein 1
Q8IUL8,CILP2,Cartilage intermediate layer protein 2
P49747,COMP,Cartilage oligomeric matrix protein
O75718,CRTAP,Cartilage-associated protein
Q9NQ75,CASS4,Cas scaffolding protein family member 4
P07498,CSN3,Casein Kappa
P48729,CSNK1A1,Casein kinase I isoform alpha
Q8N752,CSNK1A1L,Casein kinase I isoform alpha-like
P48730,CSNK1D,Casein kinase I isoform delta
P49674,CSNK1E,Casein kinase I isoform epsilon
Q9HCP0,CSNK1G1,Casein kinase I isoform gamma-1
P78368,CSNK1G2,Casein kinase I isoform gamma-2
P78368,CSNK1G2,Casein kinase I isoform gamma-2
Q9Y6M4,CSNK1G3,Casein kinase I isoform gamma-3
P67870 | P68400,CSNK2B | CSNK2A1,Casein kinase II 2-alpha:2-beta heterotetramer
P67870 | P19784,CSNK2B | CSNK2A2,Casein kinase II 2-alpha':2-beta heterotetramer
P68400,CSNK2A1,Casein kinase II subunit alpha
P68400,CSNK2A1,Casein kinase II subunit alpha
P19784,CSNK2A2,Casein kinase II subunit alpha'
P67870,CSNK2B,Casein kinase II subunit beta
Q9H078,CLPB,Caseinolytic peptidase B protein homolog
O15519,CFLAR,CASP8 and FADD-like apoptosis regulator
Q9H8G2,CAAP1,Caspase activity and apoptosis inhibitor 1
Q9BWT7,CARD10,Caspase recruitment domain-containing protein 10
Q5XLA6,CARD17,Caspase recruitment domain-containing protein 17
P57730,CARD18,Caspase recruitment domain-containing protein 18
Q96LW7,CARD19,Caspase recruitment domain-containing protein 19
Q9Y2G2,CARD8,Caspase recruitment domain-containing protein 8
Q9H257,CARD9,Caspase recruitment domain-containing protein 9
P29466,CASP1,Caspase-1
Q92851,CASP10,Caspase-10:region 1
Q92851,CASP10,Caspase-10:region 2
Q92851,CASP10,Caspase-10:region 2
P31944,CASP14,Caspase-14
P42575,CASP2,Caspase-2
P42574,CASP3,Caspase-3
P49662,CASP4,Caspase-4
P51878,CASP5,Caspase-5
P55212,CASP6,Caspase-6
P55210,CASP7,Caspase-7
Q14790,CASP8,Caspase-8
Q14790,CASP8,Caspase-8
O76075,DFFB,Caspase-activated DNase
P04040,CAT,Catalase
P21964,COMT,Catechol O-methyltransferase
Q86VU5,COMTD1,Catechol O-methyltransferase domain-containing protein 1
P35221,CTNNA1,Catenin alpha-1
P35221,CTNNA1,Catenin alpha-1
P26232,CTNNA2,Catenin alpha-2
Q9UI47,CTNNA3,Catenin alpha-3
P35222,CTNNB1,Catenin beta-1
P35222,CTNNB1,Catenin beta-1
P35222,CTNNB1,Catenin beta-1
P49913,CAMP,Cathelicidin antimicrobial peptide
P07858,CTSB,Cathepsin B
P07858,CTSB,Cathepsin B
P07339,CTSD,Cathepsin D
P14091,CTSE,Cathepsin E
Q9UBX1,CTSF,Cathepsin F
Q9UBX1,CTSF,Cathepsin F
P08311,CTSG,Cathepsin G
P09668,CTSH,Cathepsin H
P09668,CTSH,Cathepsin H
P43235,CTSK,Cathepsin K
O60911,CTSV,Cathepsin L2
P43234,CTSO,Cathepsin O
P25774,CTSS,Cathepsin S
P56202,CTSW,Cathepsin W
Q9UBR2,CTSZ,Cathepsin Z
P11717,IGF2R,Cation-independent mannose-6-phosphate receptor
P11717,IGF2R,Cation-independent mannose-6-phosphate receptor
P52569,SLC7A2,Cationic amino acid transporter 2
O43246,SLC7A4,Cationic amino acid transporter 4
P51636,CAV2,Caveolin-2
P56539,CAV3,Caveolin-3
Q86WG3,ATCAY,Caytaxin
Q96F85,CNRIP1,CB1 cannabinoid receptor-interacting protein 1
O43852,CALU,CBP-50
Q96RK1,CITED4,Cbp/p300-interacting transactivator 4
O43310,CTIF,CBP80/20-dependent translation initiation factor
Q6ZTR7,CIBAR2,CBY1-interacting BAR domain-containing protein 2
P49715,CEBPA,CCAAT/enhancer-binding protein alpha
P17676,CEBPB,CCAAT/enhancer-binding protein beta
P17676,CEBPB,CCAAT/enhancer-binding protein beta
P49716,CEBPD,CCAAT/enhancer-binding protein delta
Q15744,CEBPE,CCAAT/enhancer-binding protein epsilon
P53567,CEBPG,CCAAT/enhancer-binding protein gamma
A5YKK6,CNOT1,CCR4-NOT transcription complex subunit 1
Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11
O75175,CNOT3,CCR4-NOT transcription complex subunit 3
Q9UIV1,CNOT7,CCR4-NOT transcription complex subunit 7
Q6YHK3,CD109,CD109 antigen
O43490,PROM1,CD133 antigen
P48509,CD151,CD151 antigen
O95971,CD160,CD160 antigen
Q6UWJ8,CD164L2,CD164 sialomucin-like 2 protein
Q13740,ALCAM,CD166 antigen
Q8N6Q3,CD177,CD177 antigen
Q99467,CD180,CD180 antigen
O95400,CD2BP2,CD2 antigen cytoplasmic tail-binding protein 2
Q9Y5K6,CD2AP,CD2-associated protein
Q9NNX6,CD209,CD209 antigen
Q9NNX6,CD209,CD209 antigen
Q9NNX6,CD209,CD209 antigen
Q15762,CD226,CD226 antigen
Q15762,CD226,CD226 antigen
P26842,CD27,CD27 antigen
Q5ZPR3,CD276,CD276 antigen
P10747,CD28,CD28
P10747,CD28,CD28
P05556,ITGB1,CD29
Q8IX05,CD302,CD302 antigen
Q9NPF0,CD320,CD320 antigen
P29965,CD40LG,CD40 ligand
P16070,CD44,CD44 antigen
P09326,CD48,CD48 antigen
O43866,CD5L,CD5 antigen-like
P13987,CD59,CD59 glycoprotein
P13987,CD59,CD59 glycoprotein
P30203,CD6,CD6
P08962,CD63,CD63 antigen
P08962,CD63,CD63 antigen
P32970,CD70,CD70 antigen
P32970,CD70,CD70 antigen
P32970,CD70,CD70 antigen
P60033,CD81,CD81 antigen
P60033,CD81,CD81 antigen
P27701,CD82,CD82 antigen
Q01151,CD83,CD83 antigen
Q01151,CD83,CD83 antigen
P10966 | P01732,CD8B | CD8A,CD8A/CD8B Complex
P21926,CD9,CD9 antigen
P48960,ADGRE5,CD97 antigen
P48960,ADGRE5,CD97 antigen
Q8TCZ2,CD99L2,CD99 antigen-like protein 2
Q9UKI2,CDC42EP3,Cdc42 effector protein 3
Q9H3Q1,CDC42EP4,Cdc42 effector protein 4
Q9NRR3,CDC42SE2,CDC42 small effector protein 2
Q15642,TRIP10,Cdc42-interacting protein 4
Q9NZ45,CISD1,CDGSH iron-sulfur domain-containing protein 1
Q8N5K1,CISD2,CDGSH iron-sulfur domain-containing protein 2
P51948,MNAT1,CDK-activating kinase assembly factor MAT1
P24941,CDK2,CDK2
P11802,CDK4,CDK4
P11802,CDK4,CDK4
Q9BTV7,CABLES2,CDK5 and ABL1 enzyme substrate 2
Q96JB5,CDK5RAP3,CDK5 regulatory subunit-associated protein 3
Q9NXV6,CDKN2AIP,CDKN2A-interacting protein
Q9BY67,CADM1,Cell adhesion molecule 1
Q8N3J6,CADM2,Cell adhesion molecule 2
Q8N126,CADM3,Cell adhesion molecule 3
Q8NFZ8,CADM4,Cell adhesion molecule 4
Q4KMG0,CDON,Cell adhesion molecule-related/down-regulated by oncogenes
Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2
O60671,RAD1,Cell cycle checkpoint protein RAD1
Q9NV96,TMEM30A,Cell cycle control protein 50A
Q8N111,CEND1,Cell cycle exit and neuronal differentiation protein 1
Q9ULG6,CCPG1,Cell cycle progression protein 1
Q96AQ7,CIDEC,Cell death activator CIDE-3
Q9NQS1,AVEN,Cell death regulator Aven
Q92600,CNOT9,Cell differentiation protein RCD1 homolog
P60953,CDC42,Cell division control protein 42 homolog
Q99741,CDC6,Cell division control protein 6 homolog
Q99459,CDC5L,Cell division cycle 5-like protein
Q12834,CDC20,Cell division cycle protein 20 homolog
P30260,CDC27,Cell division cycle protein 27 homolog
Q99618,CDCA3,Cell division cycle-associated protein 3
P49336,CDK8,Cell division protein kinase 8
Q99674,CGREF1,Cell growth regulator with EF hand domain protein 1
Q99795,GPA33,Cell surface A33 antigen
Q8TD46,CD200R1,"Cell surface glycoprotein CD200 receptor 1:Isoform 4, Cytoplasmic Domain"
Q8TD46,CD200R1,"Cell surface glycoprotein CD200 receptor 1:Isoform 4, Extracellular Domain"
Q6Q8B3,CD200R1L,Cell surface glycoprotein CD200 receptor 2
P29762,CRABP1,Cellular retinoic acid-binding protein 1
P29373,CRABP2,Cellular retinoic acid-binding protein 2
P04637,TP53,Cellular tumor antigen p53
P04637,TP53,Cellular tumor antigen p53 R175H mutant
Q6PRD7,CEMP1,Cementoblastoma-derived protein 1
Q12798,CETN1,Centrin-1
P41208,CETN2,Centrin-2
