UniProt ID	Gene	Protein name
O95793	STAU1	Double-stranded RNA-binding protein Staufen homolog 1
Q9NUL3	STAU2	Double-stranded RNA-binding protein Staufen homolog 2
Q96MA1	DMRTB1	Doublesex- and mab-3-related transcription factor B1
Q8IXT2	DMRTC2	Doublesex- and mab-3-related transcription factor C2
O60469	DSCAM	Down syndrome cell adhesion molecule
Q8TD84	DSCAML1	Down syndrome cell adhesion molecule-like protein 1
Q14919	DRAP1	Dr1-associated corepressor
Q8NBI3	DRAXIN	Draxin
Q9UJU6	DBNL	Drebrin-like protein
Q9UJU6	DBNL	Drebrin-like protein
Q9HCR9	PDE11A	"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"
Q9UN19	DAPP1	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide
Q02750	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1
P36507	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2
P46734	MAP2K3	Dual specificity mitogen-activated protein kinase kinase 3
P45985	MAP2K4	Dual specificity mitogen-activated protein kinase kinase 4
Q13163	MAP2K5	Dual specificity mitogen-activated protein kinase kinase 5
P52564	MAP2K6	Dual specificity mitogen-activated protein kinase kinase 6
Q4G0W2	DUSP28	Dual specificity phosphatase 28
Q68J44	DUSP29	Dual specificity phosphatase DUPD1
P49760	CLK2	Dual specificity protein kinase CLK2
Q9Y6W6	DUSP10	Dual specificity protein phosphatase 10
Q6B8I1	DUSP13	Dual specificity protein phosphatase 13 isoform A
Q9H1R2	DUSP15	Dual specificity protein phosphatase 15
Q9BY84	DUSP16	Dual specificity protein phosphatase 16
Q8NEJ0	DUSP18	Dual specificity protein phosphatase 18
Q8WTR2	DUSP19	Dual specificity protein phosphatase 19
Q9H596	DUSP21	Dual specificity protein phosphatase 21
Q9BVJ7	DUSP23	Dual specificity protein phosphatase 23
Q9BV47	DUSP26	Dual specificity protein phosphatase 26
P51452	DUSP3	Dual specificity protein phosphatase 3
Q13115	DUSP4	Dual specificity protein phosphatase 4
Q16828	DUSP6	Dual specificity protein phosphatase 6
Q13627	DYRK1A	Dual specificity tyrosine-phosphorylation-regulated kinase 1A
Q92630	DYRK2	Dual specificity tyrosine-phosphorylation-regulated kinase 2
O43781	DYRK3	Dual specificity tyrosine-phosphorylation-regulated kinase 3
O43781	DYRK3	Dual specificity tyrosine-phosphorylation-regulated kinase 3
Q13561	DCTN2	Dynactin subunit 2
O00399	DCTN6	Dynactin subunit 6
Q05193	DNM1	Dynamin-1
O00429	DNM1L	Dynamin-1-like protein
P50570	DNM2	Dynamin-2
Q9UI46	DNAI1	"Dynein intermediate chain 1, axonemal"
P63167	DYNLL1	"Dynein light chain 1, cytoplasmic"
Q96FJ2	DYNLL2	"Dynein light chain 2, cytoplasmic"
Q9NP97	DYNLRB1	Dynein light chain roadblock-type 1
Q8TF09	DYNLRB2	Dynein light chain roadblock-type 2
P63172	DYNLT1	Dynein light chain Tctex-type 1
P51808	DYNLT3	Dynein light chain Tctex-type 3
P01213	PDYN	Dynorphin A (1-17)
Q96EV8	DTNBP1	Dysbindin
Q9H9R9	DBNDD1	Dysbindin domain-containing protein 1
Q9BQY9	DBNDD2	Dysbindin domain-containing protein 2
Q8IZA0	KIAA0319L	Dyslexia-associated protein KIAA0319-like protein
Q9Y4J8	DTNA	Dystrobrevin alpha
Q9Y4J8	DTNA	Dystrobrevin alpha
Q14118	DAG1	Dystroglycan
A2CJ06	DYTN	Dystrotelin
P16581	SELE	E-selectin
Q15329	E2F5	E2F5
Q9UII4	HERC5	E3 ISG15--protein ligase HERC5
Q96MF7	NSMCE2	E3 SUMO-protein ligase NSE2
Q9Y6X2	PIAS3	E3 SUMO-protein ligase PIAS3
Q8N2W9	PIAS4	E3 SUMO-protein ligase PIAS4
P22681	CBL	E3 ubiquitin-protein ligase CBL
Q9ULV8	CBLC	E3 ubiquitin-protein ligase CBL-C
Q9NPC3	CCNB1IP1	E3 ubiquitin-protein ligase CCNB1IP1
Q96EP1	CHFR	E3 ubiquitin-protein ligase CHFR
Q9UNE7	STUB1	E3 ubiquitin-protein ligase CHIP
Q9UNE7	STUB1	E3 ubiquitin-protein ligase CHIP
Q86Y01	DTX1	E3 ubiquitin-protein ligase DTX1
Q8TDB6	DTX3L	E3 ubiquitin-protein ligase DTX3L
Q9NW38	FANCL	E3 ubiquitin-protein ligase FANCL
Q76N89	HECW1	E3 ubiquitin-protein ligase HECW1
Q9P2P5	HECW2	E3 ubiquitin-protein ligase HECW2
Q96J02	ITCH	E3 ubiquitin-protein ligase Itchy homolog
Q8TBB1	LNX1	E3 ubiquitin-protein ligase LNX
Q6UWE0	LRSAM1	E3 ubiquitin-protein ligase LRSAM1
Q00987	MDM2	E3 ubiquitin-protein ligase Mdm2
Q00987	MDM2	E3 ubiquitin-protein ligase Mdm2
O76050	NEURL1	E3 ubiquitin-protein ligase NEURL1
Q9H4P4	RNF41	E3 ubiquitin-protein ligase NRDP1
O60260	PRKN	E3 ubiquitin-protein ligase parkin
Q96FA3	PELI1	E3 ubiquitin-protein ligase pellino homolog 1
Q9HAT8	PELI2	E3 ubiquitin-protein ligase pellino homolog 2
Q9NS91	RAD18	E3 ubiquitin-protein ligase RAD18
Q7Z6E9	RBBP6	E3 ubiquitin-protein ligase RBBP6
Q8WZ73	RFFL	E3 ubiquitin-protein ligase rififylin
Q9Y508	RNF114	E3 ubiquitin-protein ligase RNF114
Q8TEB7	RNF128	E3 ubiquitin-protein ligase RNF128:region 1
Q8TEB7	RNF128	E3 ubiquitin-protein ligase RNF128:region 2
O43567	RNF13	E3 ubiquitin-protein ligase RNF13
Q9NTX7	RNF146	E3 ubiquitin-protein ligase RNF146
Q8NC42	RNF149	E3 ubiquitin-protein ligase RNF149
Q96BH1	RNF25	E3 ubiquitin-protein ligase RNF25
Q96EP0	RNF31	E3 ubiquitin-protein ligase RNF31
Q969K3	RNF34	E3 ubiquitin-protein ligase RNF34
Q68DV7	RNF43	E3 ubiquitin-protein ligase RNF43
Q68DV7	RNF43	E3 ubiquitin-protein ligase RNF43
O76064	RNF8	E3 ubiquitin-protein ligase RNF8
Q8IUQ4	SIAH1	E3 ubiquitin-protein ligase SIAH1
Q9HCE7	SMURF1	E3 ubiquitin-protein ligase SMURF1
Q9HAU4	SMURF2	E3 ubiquitin-protein ligase SMURF2
P19474	TRIM21	E3 ubiquitin-protein ligase TRIM21
Q9BVG3	TRIM62	E3 ubiquitin-protein ligase TRIM62
Q9C026	TRIM9	E3 ubiquitin-protein ligase TRIM9
Q96JP5	ZFP91	E3 ubiquitin-protein ligase ZFP91
Q9ULT6	ZNRF3	E3 ubiquitin-protein ligase ZNRF3
Q9ULT6	ZNRF3	E3 ubiquitin-protein ligase ZNRF3
Q07108	CD69	Early activation antigen CD69
Q15075	EEA1	Early endosome antigen 1
Q14641	INSL4	Early placenta insulin-like peptide
O95834	EML2	Echinoderm microtubule-associated protein-like 2
Q13508	ART3	Ecto-ADP-ribosyltransferase 3
Q13508	ART3	Ecto-ADP-ribosyltransferase 3
Q93070	ART4	Ecto-ADP-ribosyltransferase 4
Q96L15	ART5	Ecto-ADP-ribosyltransferase 5
Q8TC92	ENOX1	Ecto-NOX disulfide-thiol exchanger 1
Q16206	ENOX2	Ecto-NOX disulfide-thiol exchanger 2
Q92838	EDA	"Ectodysplasin-A, secreted form"
Q92838	EDA	"Ectodysplasin-A, secreted form"
P49961	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1
P49961	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1
Q9Y5L3	ENTPD2	Ectonucleoside triphosphate diphosphohydrolase 2
O75355	ENTPD3	Ectonucleoside triphosphate diphosphohydrolase 3
O75356	ENTPD5	Ectonucleoside triphosphate diphosphohydrolase 5
O75354	ENTPD6	Ectonucleoside triphosphate diphosphohydrolase 6
Q13822	ENPP2	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2
O14638	ENPP3	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3
Q9UJA9	ENPP5	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5
Q6UWR7	ENPP6	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6
Q6UWV6	ENPP7	Ectonucleotide pyrophosphatase/phosphodiesterase family member 7
Q8WVE0	EEF1AKMT1	EEF1A lysine methyltransferase 1
Q9HAE3	CLXN	EF-hand calcium-binding domain-containing protein 1
O75071	EFCAB14	EF-hand calcium-binding domain-containing protein 14:C-term
O75071	EFCAB14	EF-hand calcium-binding domain-containing protein 14:N-term
Q9BSW2	CRACR2A	EF-hand calcium-binding domain-containing protein 4B
Q9BUP0	EFHD1	EF-hand domain-containing protein D1
Q96C19	EFHD2	EF-hand domain-containing protein D2
Q12805	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1
O43854	EDIL3	EGF-like repeat and discoidin I-like domain-containing protein 3
Q9GZT9	EGLN1	Egl nine homolog 1
Q96KS0	EGLN2	Egl nine homolog 2
Q9H6Z9	EGLN3	Egl nine homolog 3
Q8NDI1	EHBP1	EH domain-binding protein 1
Q9H4M9	EHD1	EH domain-containing protein 1
Q9NZN4	EHD2	EH domain-containing protein 2
Q9NZN3	EHD3	EH domain-containing protein 3
Q9H223	EHD4	EH domain-containing protein 4
Q9P2K8	EIF2AK4	eIF-2-alpha kinase GCN2
Q9Y3C4	TPRKB	EKC/KEOPS complex subunit TPRKB
P19957	PI3	Elafin
Q15717	ELAVL1	ELAV-like protein 1
Q12926	ELAVL2	ELAV-like protein 2
P13804	ETFA	"Electron transfer flavoprotein subunit alpha, mitochondrial"
Q2Y0W8	SLC4A8	Electroneutral sodium bicarbonate exchanger 1
Q8IUD2	ERC1	ELKS/RAB6-interacting/CAST family member 1
P68104	EEF1A1	Elongation factor 1-alpha 1
P68104	EEF1A1	Elongation factor 1-alpha 1
P68104	EEF1A1	Elongation factor 1-alpha 1
P24534	EEF1B2	Elongation factor 1-beta
P29692	EEF1D	Elongation factor 1-delta
P26641	EEF1G	Elongation factor 1-gamma
O95163	ELP1	Elongator complex protein 1
O43281	EFS	Embryonal Fyn-associated substrate
Q96A84	EMID1	EMI domain-containing protein 1
Q9NT22	EMILIN3	EMILIN-3:region 1
Q9NT22	EMILIN3	EMILIN-3:region 2
Q9UI08	EVL	Ena/VASP-like protein
B6SEH8	ERVV-1	Endogenous retrovirus group V member 1 Env polyprotein
P17813	ENG	Endoglin
Q96FI4	NEIL1	Endonuclease 8-like 1
Q969S2	NEIL2	Endonuclease 8-like 2
Q99962	SH3GL2	Endophilin-A1
Q99962	SH3GL2	Endophilin-A1
Q99963	SH3GL3	Endophilin-A3
Q99963	SH3GL3	Endophilin-A3
Q9Y371	SH3GLB1	Endophilin-B1
Q9NR46	SH3GLB2	Endophilin-B2
Q9NZ08	ERAP1	Endoplasmic reticulum aminopeptidase 1
Q6P179	ERAP2	Endoplasmic reticulum aminopeptidase 2
Q9C0E8	LNPK	Endoplasmic reticulum junction formation protein lunapark
Q96DZ1	ERLEC1	Endoplasmic reticulum lectin 1
Q9UKM7	MAN1B1	"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"
Q96DN0	ERP27	Endoplasmic reticulum resident protein 27
P30040	ERP29	Endoplasmic reticulum resident protein 29
P30040	ERP29	Endoplasmic reticulum resident protein 29
Q9BS26	ERP44	Endoplasmic reticulum resident protein 44
Q969X5	ERGIC1	Endoplasmic reticulum-Golgi intermediate compartment protein 1
P14625	HSP90B1	Endoplasmin
Q53H82	LACTB2	Endoribonuclease LACTB2
Q9HCU0	CD248	Endosialin
P39060	COL18A1	Endostatin
Q9Y5X9	LIPG	Endothelial cell-derived lipase
Q96AP7	ESAM	Endothelial cell-selective adhesion molecule
Q96AP7	ESAM	Endothelial cell-selective adhesion molecule
Q96AP7	ESAM	Endothelial cell-selective adhesion molecule
Q9NQ30	ESM1	Endothelial cell-specific molecule 1
O60869	EDF1	Endothelial differentiation-related factor 1
Q12904	AIMP1	Endothelial monocyte-activating polypeptide 2
P05305	EDN1	Endothelin-1
P20800	EDN2	Endothelin-2
P14138	EDN3	Endothelin-3
P14138	EDN3	Endothelin-3
P42892	ECE1	Endothelin-converting enzyme 1:Cytoplasmic domain
P42892	ECE1	Endothelin-converting enzyme 1:Extracellular domain
O95672	ECEL1	Endothelin-converting enzyme-like 1
Q92556	ELMO1	Engulfment and cell motility protein 1
Q96JJ3	ELMO2	Engulfment and cell motility protein 2
Q14511	NEDD9	Enhancer of filamentation 1
Q6P2E9	EDC4	Enhancer of mRNA-decapping protein 4
P84090	ERH	Enhancer of rudimentary homolog
Q15910	EZH2	Enhancer of zeste homolog 2
P42126	ECI1	"Enoyl-CoA delta isomerase 1, mitochondrial"
O75521	ECI2	"Enoyl-CoA delta isomerase 2, mitochondrial"
P30084	ECHS1	"Enoyl-CoA hydratase, mitochondrial"
P98073	TMPRSS15	Enteropeptidase
Q92817	EVPL	Envoplakin
P12724	RNASE3	Eosinophil cationic protein
P12724	RNASE3	Eosinophil cationic protein
P51671	CCL11	Eotaxin
Q8N140	EID3	EP300-interacting inhibitor of differentiation 3
P21709	EPHA1	Ephrin type-A receptor 1
Q5JZY3	EPHA10	Ephrin type-A receptor 10
Q5JZY3	EPHA10	Ephrin type-A receptor 10
P29317	EPHA2	Ephrin type-A receptor 2
P29320	EPHA3	Ephrin type-A receptor 3
P54764	EPHA4	Ephrin type-A receptor 4
P54764	EPHA4	Ephrin type-A receptor 4
P54756	EPHA5	Ephrin type-A receptor 5
Q9UF33	EPHA6	Ephrin type-A receptor 6
Q15375	EPHA7	Ephrin type-A receptor 7
Q15375	EPHA7	Ephrin type-A receptor 7
P29322	EPHA8	Ephrin type-A receptor 8
P54762	EPHB1	Ephrin type-B receptor 1
P29323	EPHB2	Ephrin type-B receptor 2
P29323	EPHB2	Ephrin type-B receptor 2
P54753	EPHB3	Ephrin type-B receptor 3
P54760	EPHB4	Ephrin type-B receptor 4
O15197	EPHB6	Ephrin type-B receptor 6
O15197	EPHB6	Ephrin type-B receptor 6
P20827	EFNA1	Ephrin-A1
O43921	EFNA2	Ephrin-A2
O43921	EFNA2	Ephrin-A2
O43921	EFNA2	Ephrin-A2
P52797	EFNA3	Ephrin-A3
P52797	EFNA3	Ephrin-A3
P52798	EFNA4	Ephrin-A4
P52798	EFNA4	Ephrin-A4
P52803	EFNA5	Ephrin-A5
P98172	EFNB1	Ephrin-B1
P98172	EFNB1	Ephrin-B1
P52799	EFNB2	Ephrin-B2:Cytoplasmic domain
P52799	EFNB2	Ephrin-B2:Extracellular domain
Q15768	EFNB3	Ephrin-B3:Cytoplasmic domain
Q15768	EFNB3	Ephrin-B3:Extracellular domain
P00533	EGFR	Epidermal growth factor receptor
Q8TE68	EPS8L1	Epidermal growth factor receptor kinase substrate 8-like protein 1
Q9H6S3	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2
Q8TE67	EPS8L3	Epidermal growth factor receptor kinase substrate 8-like protein 3
Q9UBC2	EPS15L1	Epidermal growth factor receptor substrate 15-like 1
P00533	EGFR	Epidermal growth factor receptor variant III
Q8IUX8	EGFL6	Epidermal growth factor-like protein 6
P01133	EGF	Epidermal growth factor:Cytoplasmic domain
P01133	EGF	Epidermal growth factor:Extracellular domain
O75715	GPX5	Epididymal secretory glutathione peroxidase
Q14507	EDDM3A	Epididymal secretory protein E3-alpha
P56851	EDDM3B	Epididymal secretory protein E3-beta
Q6JVE6	LCN10	Epididymal-specific lipocalin-10
Q6JVE9	LCN8	Epididymal-specific lipocalin-8
Q9Y2E5	MAN2B2	Epididymis-specific alpha-mannosidase
O14944	EREG	Epiregulin
Q08345	DDR1	Epithelial discoidin domain-containing receptor 1
Q08345	DDR1	Epithelial discoidin domain-containing receptor 1
Q6NXG1	ESRP1	Epithelial splicing regulatory protein 1
P34913	EPHX2	Epoxide hydrolase 2
Q9Y6I3	EPN1	Epsin-1
Q9NQ60	EQTN	Equatorin
Q9BV94	EDEM2	ER degradation-enhancing alpha-mannosidase-like 2
Q8N766	EMC1	ER membrane protein complex subunit 1
Q15006	EMC2	ER membrane protein complex subunit 2
Q5J8M3	EMC4	ER membrane protein complex subunit 4
O43402	EMC8	ER membrane protein complex subunit 8
O75477	ERLIN1	Erlin-1
Q8TAM6	ERMN	Ermin
Q96HE7	ERO1A	ERO1-like protein alpha
Q86YB8	ERO1B	ERO1-like protein beta
P27105	STOM	Erythrocyte band 7 integral membrane protein
Q96PL5	ERMAP	Erythroid membrane-associated protein
P01588	EPO	Erythropoietin
P19235	EPOR	Erythropoietin receptor
P19235	EPOR	Erythropoietin receptor
P0DPI2	GATD3	"ES1 protein homolog, mitochondrial"
B1AK53	ESPN	Espin
Q8WZ82	OVCA2	Esterase OVCA2
P14061	HSD17B1	Estradiol 17-beta-dehydrogenase 1
Q8NBQ5	HSD17B11	Estradiol 17-beta-dehydrogenase 11
Q92506	HSD17B8	Estradiol 17-beta-dehydrogenase 8
P49888	SULT1E1	Estrogen sulfotransferase
P49888	SULT1E1	Estrogen sulfotransferase
Q9HBU6	ETNK1	Ethanolamine kinase 1
Q9NVF9	ETNK2	Ethanolamine kinase 2
Q9NTX5	ECHDC1	Ethylmalonyl-CoA decarboxylase
P19419	ELK1	ETS domain-containing protein Elk-1
P41970	ELK3	ETS domain-containing protein Elk-3
P28324	ELK4	ETS domain-containing protein Elk-4
Q9NZC4	EHF	ETS homologous factor
O00321	ETV2	ETS translocation variant 2
P43268	ETV4	ETS translocation variant 4
P41161	ETV5	ETS translocation variant 5
Q9UKW6	ELF5	ETS-related transcription factor Elf-5
O00418	EEF2K	Eukaryotic elongation factor 2 kinase
P60842	EIF4A1	Eukaryotic initiation factor 4A-I
Q14240	EIF4A2	Eukaryotic initiation factor 4A-II
Q14240	EIF4A2	Eukaryotic initiation factor 4A-II
P38919	EIF4A3	Eukaryotic initiation factor 4A-III
Q8IYD1	GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B
O43324	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1
P41567	EIF1	Eukaryotic translation initiation factor 1
P47813	EIF1AX	"Eukaryotic translation initiation factor 1A, X-chromosomal"
O14602	EIF1AY	"Eukaryotic translation initiation factor 1A, Y-chromosomal"
O60739	EIF1B	Eukaryotic translation initiation factor 1b
P05198	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1
P20042	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2
Q9BY44	EIF2A	Eukaryotic translation initiation factor 2A
Q9BY44	EIF2A	Eukaryotic translation initiation factor 2A
Q9UKV8	AGO2	Eukaryotic translation initiation factor 2C 2
P55884	EIF3B	Eukaryotic translation initiation factor 3 subunit B
O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G
O75822	EIF3J	Eukaryotic translation initiation factor 3 subunit J
Q7L2H7	EIF3M	Eukaryotic translation initiation factor 3 subunit M
Q04637	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1
P78344	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2
O43432	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3
P23588	EIF4B	Eukaryotic translation initiation factor 4B
P06730	EIF4E	Eukaryotic translation initiation factor 4E
O60573	EIF4E2	Eukaryotic translation initiation factor 4E type 2
Q13541	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1
Q13542	EIF4EBP2	Eukaryotic translation initiation factor 4E-binding protein 2
Q13542	EIF4EBP2	Eukaryotic translation initiation factor 4E-binding protein 2
O60516	EIF4EBP3	Eukaryotic translation initiation factor 4E-binding protein 3
Q15056	EIF4H	Eukaryotic translation initiation factor 4H
P55010	EIF5	Eukaryotic translation initiation factor 5
P63241	EIF5A	Eukaryotic translation initiation factor 5A-1
Q9GZV4	EIF5A2	Eukaryotic translation initiation factor 5A-2
Q9UPT5	EXOC7	Exocyst complex component 7
Q9Y3B2	EXOSC1	Exosome complex component CSL4
Q9NQT5	EXOSC3	Exosome complex component RRP40
Q96B26	EXOSC8	Exosome complex component RRP43
Q9NQT4	EXOSC5	Exosome complex component RRP46
Q9UBQ6	EXTL2	Exostosin-like 2
Q9HAV4	XPO5	Exportin-5
Q9GZZ8	LACRT	Extracellular glycoprotein lacritin
Q16610	ECM1	Extracellular matrix protein 1
Q8IWU5	SULF2	Extracellular sulfatase Sulf-2
P08294	SOD3	Extracellular superoxide dismutase [Cu-Zn]
P08294	SOD3	Extracellular superoxide dismutase [Cu-Zn]
Q504Y2	PKDCC	Extracellular tyrosine-protein kinase PKDCC
O00167	EYA2	Eyes absent homolog 2
P15311	EZR	Ezrin
O14745	SLC9A3R1	Ezrin-radixin-moesin-binding phosphoprotein 50
P52907	CAPZA1	F-actin-capping protein subunit alpha-1
P47756	CAPZB	F-actin-capping protein subunit beta
Q86WN1	FCHSD1	F-BAR and double SH3 domains protein 1
Q9NVF7	FBXO28	F-box only protein 28
Q9UK99	FBXO3	F-box only protein 3
Q5FWF7	FBXO48	F-box only protein 48
Q9UKA2	FBXL4	F-box/LRR-repeat protein 4:Leucine-rich repeats 2 and 3
Q9UKA2	FBXL4	F-box/LRR-repeat protein 4:Leucine-rich repeats 4 and 5
Q9UKA1	FBXL5	F-box/LRR-repeat protein 5
Q08945	SSRP1	FACT complex subunit SSRP1
Q14520	HABP2	Factor seven-activating protease
Q96CU9	FOXRED1	FAD-dependent oxidoreductase domain-containing protein 1
P55789	GFER	FAD-linked sulfhydryl oxidase ALR
Q9NPI8	FANCF	Fanconi anemia group F protein
Q96AE4	FUBP1	Far upstream element-binding protein 1
Q92945	KHSRP	Far upstream element-binding protein 2
Q96I24	FUBP3	Far upstream element-binding protein 3
P14324	FDPS	Farnesyl pyrophosphate synthetase
Q9NVQ4	FAIM	Fas apoptotic inhibitory molecule 1
Q9NVQ4	FAIM	Fas apoptotic inhibitory molecule 1
O60667	FCMR	Fas apoptotic inhibitory molecule 3
Q13158	FADD	FAS-associated death domain protein
Q96CS3	FAF2	FAS-associated factor 2
Q16658	FSCN1	Fascin
Q9C0B1	FTO	Fat mass and obesity-associated protein
Q96IV6	FAXDC2	Fatty acid hydroxylase domain-containing protein 2
P49327	FASN	Fatty acid synthase
A6NFH5	FABP12	Fatty acid-binding protein 12
Q0Z7S8	FABP9	Fatty acid-binding protein 9
P15090	FABP4	"Fatty acid-binding protein, adipocyte"
P15090	FABP4	"Fatty acid-binding protein, adipocyte"
Q01469	FABP5	"Fatty acid-binding protein, epidermal"
P05413	FABP3	"Fatty acid-binding protein, heart"
P05413	FABP3	"Fatty acid-binding protein, heart"
P12104	FABP2	"Fatty acid-binding protein, intestinal"
P07148	FABP1	"Fatty acid-binding protein, liver"
Q6GMR7	FAAH2	Fatty-acid amide hydrolase 2
Q7L513	FCRLA	Fc receptor-like A
Q6BAA4	FCRLB	Fc receptor-like B
Q96LA6	FCRL1	Fc receptor-like protein 1
Q96LA5	FCRL2	Fc receptor-like protein 2
Q96P31	FCRL3	Fc receptor-like protein 3
Q96PJ5	FCRL4	Fc receptor-like protein 4:Cytoplasmic domain
Q96PJ5	FCRL4	Fc receptor-like protein 4:Extracellular domain
Q96RD9	FCRL5	Fc receptor-like protein 5
Q6DN72	FCRL6	Fc receptor-like protein 6
Q86UX7	FERMT3	Fermitin family homolog 3
P02792 | P02794	FTL | FTH1	Ferritin
P02794	FTH1	Ferritin heavy chain
Q9BXU8	FTHL17	Ferritin heavy polypeptide-like 17
P02792	FTL	Ferritin light chain
Q8N4E7	FTMT	"Ferritin, mitochondrial"
Q969F0	FATE1	Fetal and adult testis-expressed transcript protein
Q9UGM5	FETUB	Fetuin-B
O95684	CEP43	FGFR1 oncogene partner
Q9Y613	FHOD1	FH1/FH2 domain-containing protein 1
P02679 | P02675 | P02671	FGG | FGB | FGA	Fibrinogen
P02675	FGB	Fibrinogen beta chain
Q8N539	FIBCD1	Fibrinogen C domain-containing protein 1
P02679	FGG	Fibrinogen gamma chain
Q08830	FGL1	Fibrinogen-like protein 1
P05230	FGF1	Fibroblast growth factor 1
O15520	FGF10	Fibroblast growth factor 10
P61328	FGF12	Fibroblast growth factor 12
O43320	FGF16	Fibroblast growth factor 16
O43320	FGF16	Fibroblast growth factor 16
O60258	FGF17	Fibroblast growth factor 17
O76093	FGF18	Fibroblast growth factor 18
O95750	FGF19	Fibroblast growth factor 19
O95750	FGF19	Fibroblast growth factor 19
P09038	FGF2	Fibroblast growth factor 2
Q9NP95	FGF20	Fibroblast growth factor 20
Q9HCT0	FGF22	Fibroblast growth factor 22
Q9GZV9	FGF23	Fibroblast growth factor 23
P11487	FGF3	Fibroblast growth factor 3
P08620	FGF4	Fibroblast growth factor 4
P12034	FGF5	Fibroblast growth factor 5
P10767	FGF6	Fibroblast growth factor 6
P21781	FGF7	Fibroblast growth factor 7
P21781	FGF7	Fibroblast growth factor 7
P55075	FGF8	Fibroblast growth factor 8
P55075	FGF8	Fibroblast growth factor 8 isoform A
P55075	FGF8	Fibroblast growth factor 8 isoform B
P55075	FGF8	Fibroblast growth factor 8 isoform B
P55075	FGF8	Fibroblast growth factor 8 isoform F
P31371	FGF9	Fibroblast growth factor 9
P11362	FGFR1	Fibroblast growth factor receptor 1
P21802	FGFR2	Fibroblast growth factor receptor 2
P22607	FGFR3	Fibroblast growth factor receptor 3:Cytoplasmic domain
P22607	FGFR3	Fibroblast growth factor receptor 3:Extracellular domain
P22455	FGFR4	Fibroblast growth factor receptor 4
Q8WU20	FRS2	Fibroblast growth factor receptor substrate 2
Q8N441	FGFRL1	Fibroblast growth factor receptor-like 1
Q8N441	FGFRL1	Fibroblast growth factor receptor-like 1
Q14512	FGFBP1	Fibroblast growth factor-binding protein 1
Q14512	FGFBP1	Fibroblast growth factor-binding protein 1
Q8TAT2	FGFBP3	Fibroblast growth factor-binding protein 3
Q14314	FGL2	Fibroleukin
Q06828	FMOD	fibromodulin
P02751	FN1	Fibronectin
P02751	FN1	Fibronectin Fragment 3
P02751	FN1	Fibronectin Fragment 4
Q8TC84	FANK1	Fibronectin type 3 and ankyrin repeat domains protein 1
Q9BTV5	FSD1	Fibronectin type III and SPRY domain-containing protein 1
Q9H6D8	FNDC4	Fibronectin type III domain-containing protein 4
Q8TC99	FNDC8	Fibronectin type III domain-containing protein 8
P02751	FN1	Fibronectin-1 Fragment 2
P23142	FBLN1	Fibulin-1
P23142	FBLN1	Fibulin-1
Q9UBX5	FBLN5	Fibulin-5
Q9UBX5	FBLN5	Fibulin-5
Q53RD9	FBLN7	Fibulin-7
O00602	FCN1	Ficolin-1
O00602	FCN1	Ficolin-1
O00602	FCN1	Ficolin-1
Q15485	FCN2	Ficolin-2
Q15485	FCN2	Ficolin-2
O75636	FCN3	Ficolin-3
O75636	FCN3	Ficolin-3
P21333	FLNA	Filamin-A:Calponin Homology 1
P21333	FLNA	Filamin-A:Calponin Homology 2
Q8WUP2	FBLIM1	Filamin-binding LIM protein 1
P62942	FKBP1A	FK506 binding protein 1A
Q13451	FKBP5	FK506-binding protein 5
P39748	FEN1	Flap endonuclease 1
P30043	BLVRB	Flavin reductase (NADPH)
P49771	FLT3LG	Fms-related tyrosine kinase 3 ligand
P49771	FLT3LG	Fms-related tyrosine kinase 3 ligand
Q05397	PTK2	Focal adhesion kinase 1
P15328	FOLR1	Folate receptor alpha
P14207	FOLR2	Folate receptor beta
P41439	FOLR3	Folate receptor gamma
P41439	FOLR3	Folate receptor gamma
P01225 | P01215	FSHB | CGA	Follicle stimulating hormone
Q8NFU4	FDCSP	Follicular dendritic cell secreted peptide
P19883	FST	Follistatin
Q12841	FSTL1	Follistatin-related protein 1
O95633	FSTL3	Follistatin-related protein 3
Q6MZW2	FSTL4	Follistatin-related protein 4
